href,text,title,codice_comune_istat
https://form.agid.gov.it/view/e85b72e0-7660-11ef-a78d-c90843753692,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017063
https://form.agid.gov.it/view/03a25820-1904-11f0-9f16-d1436f41d0fc,Dichiarazione di accessibilità,,017064
https://form.agid.gov.it/view/8d898960-9411-11ee-bc15-8165aa94e5fe,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017065
https://dello.trasparenza-valutazione-merito.it/,"Trasparenza amministrativa 
                                La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione",Vai alla pagina: Trasparenza amministrativa,017066
https://form.agid.gov.it/view/2999ad10-6b69-11ef-824b-270f66043bbe,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017066
https://form.agid.gov.it/view/e0b04c70-79b0-11ef-9bb3-49aa843fda0e,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017067
https://form.agid.gov.it/view/44550ce0-c1e9-11ef-b48d-7b7a1557f704,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017068
https://form.agid.gov.it/view/0d08bf90-7444-11ef-84d2-6b717b1cac75,Dichiarazione di accessibilità,,017069
https://form.agid.gov.it/view/e3c6ef30-bdf4-11ef-96e8-597a7952be7f,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017070
https://form.agid.gov.it/view/a8de3e80-7995-11ef-a37c-cfb01a8daa32,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017071
https://form.agid.gov.it/view/d47c0600-797f-11ef-96fb-059da5785cf7,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017072
https://form.agid.gov.it/view/a32075e0-75a2-11ef-9ac2-17231e8bc25d,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017073
https://form.agid.gov.it/view/954160f0-855c-11ef-8d57-9f58711beee0,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017075
https://form.agid.gov.it/view/09ca8960-7595-11ef-87d8-3d051cbd4ee5,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017076
https://form.agid.gov.it/view/134597f0-1389-11ef-a66d-856c99873a34,Dichiarazione di accessibilità,,017077
https://form.agid.gov.it/view/4a628040-9d18-11ef-ad8c-57171251669f,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017078
https://form.agid.gov.it/view/45a10ca0-bdfe-11ef-ac5f-b95799704ee5,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017079
https://form.agid.gov.it/view/bd7266c7-1e89-40b7-954d-b782ab84c72e/,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017080
https://form.agid.gov.it/view/bd7266c7-1e89-40b7-954d-b782ab84c72e,Accessibilità,Accessibilità,017080
https://form.agid.gov.it/view/35a6bcc0-766c-11ef-8f01-dbd098623d6a,Dichiarazione di accessibilità,,017081
https://form.agid.gov.it/view/a7267130-135f-11ef-97ce-314c2376df69,Dichiarazione di accessibilità,,017082
https://form.agid.gov.it/view/f749fe70-7c0f-11ef-807f-e53e77828cd9,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017083
https://form.agid.gov.it/view/186c34a0-f2bd-11ef-bb2a-7b0e0cc133c1,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017084
https://form.agid.gov.it/view/3e6022e0-978f-11ef-a7a2-1756151b5a80,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017085
https://form.agid.gov.it/view/a7c5d650-0321-11f0-9e6b-e3eba8091784,Dichiarazione di accessibilità,,017086
https://form.agid.gov.it/view/35b3a6b0-6f69-11ef-9e84-53deeefcdd18,Dichiarazione di accessibilità,,017087
https://form.agid.gov.it/view/40dbe190-1688-11ef-b98f-b388727329a1,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017088
https://www.comune.limonesulgarda.bs.it/it/accessibility,Accessibilità,Accessibilità,017089
https://form.agid.gov.it/view/4dafaa60-7974-11ef-98f8-afb8bbf24c00,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017090
https://form.agid.gov.it/view/1a507e80-7f0d-11ef-a380-358816ac0e60,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017091
https://form.agid.gov.it/view/65bb2a50-020d-11ef-a2de-57b8c982ae5c,Dichiarazione di Accessibilità,,017092
https://form.agid.gov.it/view/54a3f290-d091-11ee-9f00-c378d7b8c49b,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017093
https://form.agid.gov.it/view/089098c0-7985-11ef-a0fd-032e2e0c47be,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017094
https://form.agid.gov.it/view/0b5b72f0-8164-11ef-a074-e97427e8e40f,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017095
https://www.comune.lumezzane.bs.it/it/accessibility,Accessibilità,Accessibilità,017096
https://form.agid.gov.it/view/5f30c4a0-ede5-11ef-9533-ef99b0cf651e,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017096
https://form.agid.gov.it/view/e0584da0-f02e-11ef-961e-fbf3b07c03c4,Dichiarazione di accessibilità,,017097
https://www.comune.mairano.bs.it/Media/Banner-e-link/Dichiarazione-di-accessibilita,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017099
https://form.agid.gov.it/view/a9be6350-773a-11ef-898b-05703b5d26e8,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017100
https://form.agid.gov.it/view/222f44b0-c693-11ef-b9d6-876308d8d748,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017101
https://form.agid.gov.it/view/bbebb120-7741-11ef-a787-752f59d446fc,Dichiarazione di Accessibilità,,017102
https://form.agid.gov.it/view/a69e71f0-8aff-11ef-8645-8bd0b619b120,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017103
https://form.agid.gov.it/view/be6c1710-04b2-11f0-b1d9-0f4db84ee361,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017104
https://form.agid.gov.it/view/45ac2330-4e3f-11ef-9bcd-d16c9259f503,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017105
https://form.agid.gov.it/view/2b19cc50-7f10-11ef-9be8-03ff7bc6c371,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017106
https://form.agid.gov.it/view/d788dca0-1c10-11ef-bb91-e1cc1b5b6b6e,Dichiarazione di accessibilità,,017107
https://form.agid.gov.it/view/561d669e-f459-4698-a069-0eb904d1faa5/,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017108
https://form.agid.gov.it/view/561d669e-f459-4698-a069-0eb904d1faa5,Accessibilità,Accessibilità,017108
https://form.agid.gov.it/view/60314a30-79b1-11ef-9756-cf8f1126b116,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017109
https://form.agid.gov.it/view/c99ec040-7c10-11ef-8848-8d11fe5bc3d6,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017110
https://form.agid.gov.it/view/214c44b0-beb1-11ef-868d-155138c18bb3,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017111
https://form.agid.gov.it/view/ad17b3f0-b234-11ef-afad-eba50ca9f5d9,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017112
https://form.agid.gov.it/view/575db0b0-ecf3-11ee-a283-e107718deb28,Accessibilità,Accessibilità,017113
https://form.agid.gov.it/view/29fb86d0-0b04-11f0-af55-15d129f54a12,Dichiarazione di Accessibilità,,017113
https://form.agid.gov.it/view/1b174340-0bde-11f0-b1dc-bf055d6b5259,Obiettivi di Accessibilità,,017113
https://form.agid.gov.it/view/5cddf450-975c-11ef-a936-7bff9ef930e1,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017114
https://form.agid.gov.it/view/69fc71c0-7722-11ef-a786-fdef4e520010,Dichiarazione di accessibilità,,017115
https://form.agid.gov.it/view/0932eae0-7993-11ef-a3d9-bd375a791db7,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017117
https://form.agid.gov.it/view/fef96cc0-bdee-11ef-801a-c5732a9e602d,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017118
https://form.agid.gov.it/view/efdff540-1c2e-11ef-8a3a-3f3185b081e3,Dichiarazione di accessibilità,,017119
https://form.agid.gov.it/view/be0a0140-1cc0-11ef-9c7f-610a73a50b2d,Dichiarazione di accessibilità,,017120
https://form.agid.gov.it/view/d9853940-74ee-11ef-b882-3d33a1712217,Dichiarazione di accessibilità,,017121
https://form.agid.gov.it/view/ba735f20-69f2-11ef-8b2d-c7c6f5e4d997,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017122
https://form.agid.gov.it/view/f03bf5f0-a28b-11ef-9ba4-91dca66082d4,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017123
https://form.agid.gov.it/view/268b7790-7c10-11ef-af6c-73bb6dffd1f7,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017124
https://form.agid.gov.it/view/357036c0-d740-11ef-9b7f-13f4b878f070,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017125
https://form.agid.gov.it/view/e6ce28e0-3214-11ef-92ad-a39dbe1d47ce,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017126
https://form.agid.gov.it/view/6d63d900-27ec-11ef-a27e-a5da16e9950b,Dichiarazione di Accessibilità,,017127
https://form.agid.gov.it/view/4e9750c0-77ff-11ef-a4b6-5b838b68fbd5,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017128
https://form.agid.gov.it/view/bd30b830-9043-11ef-83ef-2f51e42d8859,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017129
https://form.agid.gov.it/view/7bf42aa0-74fa-11ef-8fd3-2bc1a6550369,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017131
https://form.agid.gov.it/view/829030d0-2323-11ef-9464-8308d7ba16d5,Dichiarazione di accessibilità,,017132
https://form.agid.gov.it/view/23246f50-742f-11ef-8871-8d7455ba02ea,Dichiarazione di Accessibilità,,017133
https://form.agid.gov.it/view/81d6b260-d001-11ee-a9dd-a7cba7729941,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017134
https://form.agid.gov.it/view/3aeaa730-758d-11ef-bed6-55bb6b323f33,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017135
https://form.agid.gov.it/view/bd3b0fc0-0955-11f0-ad6f-7fcd973dfb2d,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017136
https://form.agid.gov.it/view/293a85e0-b161-11ef-b407-19cfdc89eb76,Dichiarazione di accessibilità,,017137
https://form.agid.gov.it/view/4544d850-79a1-11ef-82f5-e7d866a9f7b3,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017138
https://form.agid.gov.it/view/d4c8f350-6f54-11ef-9680-2bfb3dc9885f,Dichiarazione di accessibilità,,017139
https://form.agid.gov.it/view/1aee8210-450b-11ef-9507-27cfc93418d0,Dichiarazione di accessibilità,,017140
https://form.agid.gov.it/view/5febc850-7fe9-11ef-9a06-7b99021c7ebb,Dichiarazione di accessibilità,,017141
https://form.agid.gov.it/view/3394ae32-e165-4387-b4e2-770271b79e8d,Accessibilità,Accessibilità,017141
https://form.agid.gov.it/view/555adde0-be0f-11ef-9fb3-ed4f0e4b7ced,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017142
https://form.agid.gov.it/view/dd366910-193f-11f0-980e-c1debd3b3c74,Dichiarazione di accessibilità,,017143
https://www.comune.polaveno.bs.it/node/5985,"Accessibilità e catalogo di dati, metadati e banche dati",,017144
https://www.comune.polaveno.bs.it/istituzionale/obiettivi-di-accessibilita,Obiettivi di accessibilità,,017144
https://form.agid.gov.it/view/3c3b98b0-7402-11ef-bf67-4300b3bfb6c9,Dichiarazione di accessibilità,,017145
https://form.agid.gov.it/view/59bf5429-6db1-4fe5-91d4-350c81e6bd37/,Dichiarazione di accessibilità,Accesso all'informazione,017146
https://form.agid.gov.it/view/59bf5429-6db1-4fe5-91d4-350c81e6bd37,Accessibilità,Accessibilità,017146
https://form.agid.gov.it/view/ae045b00-0640-11f0-8cb7-bd981987304f,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017147
https://form.agid.gov.it/view/095f3280-7a79-11ef-8a36-158b6f47bf3b,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017148
https://form.agid.gov.it/view/260b0a50-0b7d-11ef-87c0-7f6b0ffe26a0,Dichiarazione di Accessibilità,,017150
https://form.agid.gov.it/view/c8f15cf3-b447-4789-9e60-7a8e690f9d9a,Dichiarazione di accessibilità,,017151
https://form.agid.gov.it/view/15a147b0-e5d5-11ee-9952-799b4c23b42a,Obiettivi di accessibilità,,017151
https://form.agid.gov.it/view/117a9b30-8f78-11ef-91c0-011d1167ae8e,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017151
https://form.agid.gov.it/view/c299ac76-6d08-4c34-9957-00519dde4ea9,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017152
https://form.agid.gov.it/view/149d27c0-7046-11ef-8614-637b1d80b45d,Dichiarazione di accessibilità,,017153
https://www.comune.prevalle.bs.it/accessibility,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017155
https://form.agid.gov.it/view/fa2c51f4-48ba-4045-9773-d8a9279685b2,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017156
https://form.agid.gov.it/view/28712500-11f8-11ef-b68a-1b1d05a9bc5d,Dichiarazione di accessibilità,,017157
https://form.agid.gov.it/view/ba8e3ab0-323a-11ef-94fb-656223de72db,Dichiarazione di accessibilità,,017159
https://www.comune.remedello.bs.it/c017160/zf/index.php/servizi-aggiuntivi/index/index/idtesto/20025,Dichiarazione di accessibilità,,017160
https://form.agid.gov.it/view/fdfd9040-7a45-11ef-b74c-23ad02f0f341,Dichiarazione di accessibilità,,017161
https://form.agid.gov.it/view/315df870-878b-11ee-9b26-13be79d36c7d,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017162
https://form.agid.gov.it/view/5f491990-dbaf-11ee-a95a-012bd0ca66e4,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017163
https://form.agid.gov.it/view/44c8ecb0-1437-11ef-8a4b-1359e579f924,Dichiarazione di accessibilità,,017164
https://form.agid.gov.it/view/0677d160-7594-11ef-bf77-f7b65c0d5f5d,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017166
https://form.agid.gov.it/view/6abe0505-1512-44a7-830b-2cf446aac6d8,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017167
https://form.agid.gov.it/view/0d84c9f0-79c1-11ef-8b2d-a1a10653872c,Dichiarazione di accessibilità,,017168
https://form.agid.gov.it/view/7f45f820-71a1-11ef-b6dc-5b5d1e1ec076,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017169
https://form.agid.gov.it/view/e904c0a0-701d-11ef-9ce7-b939e13218a5,Dichiarazione di accessibilità,,017170
https://form.agid.gov.it/view/c299ac76-6d08-4c34-9957-00519dde4ea9,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017171
https://form.agid.gov.it/view/9b718340-0dfd-11f0-8f9d-97d8f1fdba3b,Obiettivi di accessibilità 2025,,017172
https://form.agid.gov.it/view/f64637c0-c98e-11ee-9eb7-65d65cc8c5bd,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017172
https://form.agid.gov.it/view/4c1149a0-edbc-11ee-b0c2-43d37f7b06a5,Dichiarazione di accessibilità,,017173
https://form.agid.gov.it/view/bbf69f00-70dd-11ef-b239-b7b226e47756,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017174
https://form.agid.gov.it/view/cba67650-74ed-11ef-acd9-ff48f6ce47be,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017175
https://form.agid.gov.it/view/49b47f90-7982-11ef-9793-a743120cf80c,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017176
https://form.agid.gov.it/view/f1cbe050-79b0-11ef-a0fc-e538c85d3690,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017177
https://form.agid.gov.it/view/61e3d660-7054-11ef-8333-b9bf74cf5aec,Dichiarazione di accessibilità,,017178
https://form.agid.gov.it/view/3af6d850-1553-11f0-a880-8babf59a3a63,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017179
https://www.comune.soianodellago.bs.it/amministrazione-trasparente,"Amministrazione Trasparente
                                La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione",Vai alla pagina: Amministrazione Trasparente,017180
https://form.agid.gov.it/view/b5db2fa0-7114-11ef-8f8f-493bf29d6b9f,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017180
https://form.agid.gov.it/view/3e56c370-7666-11ef-8090-15695b7f23da,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017181
https://form.agid.gov.it/view/1c954540-7684-11ef-b6ba-13e2e2e1e6f8,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017182
https://servizionline.hspromilaprod.hypersicapp.net/cmstavernole/portale/trasparenza/trasparenzaamministrativa.aspx,"Amministrazione trasparente
                
                
                    La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione",Amministrazione trasparente,017183
https://form.agid.gov.it/view/fba80270-0881-11ef-b225-1db034212228,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017183
https://form.agid.gov.it/view/f5a9eb80-7a79-11ef-8650-abae7497b8fa,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017184
https://form.agid.gov.it/view/c9fc3900-701c-11ef-a413-a301227d5ab5,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017185
https://torbolecasaglia.trasparenza-valutazione-merito.it/web/trasparenza/menu-trasparenza,"Amministrazione trasparente 
                                 La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione",Vai alla pagina: Amministrazione trasparente,017186
https://form.agid.gov.it/view/4529a710-ce83-11ef-b539-899796e54869,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017186
https://form.agid.gov.it/view/8bc78a90-0af9-11f0-87ef-01d530a28fbe,Obiettivi di accessibilità,opensInNewTab,017187
https://form.agid.gov.it/view/f8472040-ed0e-11ee-b2a2-0d5644abcd70,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017188
https://www.comune.tremosine.bs.it/documenti/2649296/amministrazione-trasparente,"Amministrazione trasparente
                                La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione",Vai alla pagina: Amministrazione trasparente,017189
https://form.agid.gov.it/view/0193b7b2-4341-48cb-8b4e-85fbeccacdd1,Dichiarazione di accessibilità App Android,,017189
https://form.agid.gov.it/view/1c127aa7-9927-4152-9bbc-08b4b6ce98a9,Dichiarazione di accessibilità App Ios,,017189
https://form.agid.gov.it/view/54107530-f89e-11ee-a8b4-ad16454ba96d,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017189
https://form.agid.gov.it/view/560858b0-9284-11ee-9ca3-0373c8659588,Dichiarazione di Accessibilità,,017190
https://form.agid.gov.it/view/e0cb69a0-1f1b-11ef-bad4-03ebf0266e83,Dichiarazione di accessibilità,,017191
https://www.comune.uragodoglio.bs.it/documenti/2186738/amministrazione-trasparente,"Amministrazione Trasparente
                                La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione.",Vai alla pagina: Amministrazione Trasparente,017192
https://form.agid.gov.it/view/c6625910-0081-11ef-b65e-4dd46ee13a03,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017192
https://form.agid.gov.it/view/ccfccda0-4410-11ef-82c2-f35835673d33,Dichiarazione di accessibilità,,017193
https://comune.valvestino.bs.it/amministrazione-trasparente,"Amministrazione Trasparente
                                La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione.",Vai alla pagina: Amministrazione Trasparente,017194
https://comune.valvestino.bs.it/accessibility,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,017194
https://form.agid.gov.it/view/b8d71120-c10e-11ef-8a09-0d623b24cbbe,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017196
https://form.agid.gov.it/view/8b2a40a4-b76a-4517-b40f-d2a116991734,Accessibilità,Accessibilità,017196
https://form.agid.gov.it/view/88fa09a0-79a4-11ef-8b57-391d475e1e3f,Dichiarazione di accessibilità,,017197
https://form.agid.gov.it/view/8bdab7f0-7a3f-11ef-8e81-65fda8180d5c,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017198
https://form.agid.gov.it/view/56434120-7418-11ef-876b-913af444ca69,Dichiarazione di accessibilità,Dichiarazione di accessibilità,017199
https://form.agid.gov.it/view/68763bb0-70e7-11ef-8c51-af1729133b67,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,017200
https://form.agid.gov.it/view/4829b930-7fca-11ef-bc70-3b3b0dae5bb8,Dichiarazione di accessibilità,,017201
https://form.agid.gov.it/view/070f20a0-7a7c-11ef-a8ba-ad5475c22d1d,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017202
https://form.agid.gov.it/view/87d90dd0-7023-11ef-99c5-0f3c2febfdae,Dichiarazione di accessibilità,,017204
https://form.agid.gov.it/view/940da260-2987-11ef-a933-1340eb7bd5c5,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017205
https://form.agid.gov.it/view/0ac35160-70ec-11ef-8bdf-bd88ed820c5b,"Dichiarazione di accessibilità
      (apre in un'altra scheda).",Vai alla pagina: Dichiarazione di accessibilità,017206
https://form.agid.gov.it/view/bd883cb0-6e86-11ef-ac61-2df788eca449,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018001
https://form.agid.gov.it/view/d3af5660-77ee-11ef-ab6a-41c0cdf56b48,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018003
https://form.agid.gov.it/view/d4ca0bc0-765a-11ef-8126-b90809008cb1,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018005
https://form.agid.gov.it/view/569afbd9-a629-44dc-acbc-32471be61b46,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018006
https://form.agid.gov.it/view/9a4c496e-6a8a-4776-9ae4-c947d787f10a,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018007
https://form.agid.gov.it/view/e97e1ac0-eb54-11ee-8bef-cf3368e55d25,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018008
https://www.comune.bascape.pv.it/it/accessibility,Accessibilità,,018009
https://form.agid.gov.it/view/e24196d0-7018-11ef-aa9d-579d6aa8a4cd,Dichiarazione di accessibilità,,018011
https://www.comune.battuda.pv.it/c018012/zf/index.php/servizi-aggiuntivi/index/index/idtesto/22,Accessibilità - Meccanismo di Feedback,,018012
https://form.agid.gov.it/view/8a140090-9e93-478b-abbe-207e7d9db7df,Dichiarazione di Accessibilità,,018012
https://form.agid.gov.it/view/edbb0db0-d32e-11ef-8fb3-d721c80c83d5,Dichiarazione di accessibilità,,018013
https://form.agid.gov.it/view/6e334e00-f821-11ef-9c6f-213bf486b56b,Dichiarazione di accessibilità,,018015
https://form.agid.gov.it/view/d650b4b0-71d9-11ef-b1c7-c11ffd8f004e,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018016
https://form.agid.gov.it/view/0e5e1d60-bf4d-11ee-bbe8-91a563e2d8e8,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018017
https://form.agid.gov.it/view/02d8c640-6a9f-11ef-af58-f901d8f6eb42,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018020
https://form.agid.gov.it/view/dc54e820-b8fe-11ee-be04-21b0629054de,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018021
https://form.agid.gov.it/view/672dfb90-d618-11ee-928f-93e2ececf347,Dichiarazione di accessibilità,,018022
https://form.agid.gov.it/view/2a9afcb0-da3b-11ee-9764-7759deb0ee6a,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018023
https://form.agid.gov.it/view/34df45e0-eb76-11ee-a6ca-999f0ddda4cd,Dichiarazione di accessibilità,Dichiarazione di accessibilità,018024
https://form.agid.gov.it/view/2a2a19c0-773c-11ef-bff7-dd466a96215c,Dichiarazione di accessibilità,,018024
https://form.agid.gov.it/view/44e0f380-8848-11ee-86ad-37e616deafcd,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018025
https://www.comune.campospinoso.pv.it/it-it/novita/avvisi/2025/sociale/piano-integrato-di-attivita-ed-organizzazione-2025-2027-accessibilita-fisica-e-digitale-da-parte-dei-cittadini-over65-e-dei-cittadini-con-disabilita-345085-1-4c913d808a74f7501f1b345c5eb75f44,Piano Integrato di Attività ed Organizzazione 2025/2027. Accessibilità fisica e digitale da parte dei cittadini over65 e dei cittadini con disabilità.,,018026
https://form.agid.gov.it/view/76f5ed10-cca6-11ee-a532-b78640a227df,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018026
https://form.agid.gov.it/view/e72d5670-79be-11ef-acdb-a768ec35925f,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018027
https://form.agid.gov.it/view/caeaa040-89fd-11ef-af9d-bf4d14c8bfb2,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018029
https://comune.carbonaraalticino.pv.it/?post_type=amm-trasparente&p=2561,Dichiarazioni di accessibilità,Vai alla pagina Dichiarazioni di accessibilità,018030
https://form.agid.gov.it/view/5c4705c0-7742-11ef-bd0b-8b9092861f88,Dichiarazione di accessibilità,,018030
javascript:void(0);,"Apri barra degli strumenti
					
						Strumenti accessibilità",Strumenti accessibilità,018030
https://form.agid.gov.it/view/3b7d7ffb-0715-40f3-a55a-dbcb4f42b88f,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018031
https://form.agid.gov.it/view/02069140-7989-11ef-9357-d760f702801e,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,018032
https://form.agid.gov.it/view/02d3f130-797a-11ef-8b03-55f62c715e1e,Dichiarazione di accessibilità,Dichiarazione di accessibilità,018033
https://form.agid.gov.it/view/d3dc2970-74d2-11ef-8dc7-e95da1b6fa91/,Dichiarazione di accessibilità,,018034
https://form.agid.gov.it/view/d3dc2970-74d2-11ef-8dc7-e95da1b6fa91,Accessibilità,Accessibilità,018034
https://form.agid.gov.it/view/3c7f40b0-e948-43b6-999a-e31eea71e9b4,Dichiarazione di accessibilità,,018035
