codice_comune_istat,href,text,comune
096056,https://form.agid.gov.it/view/47c27450-ca4e-11ee-9baa-193c3d06f2e6,Dichiarazione di accessibilità,Sagliano Micca
096057,https://form.agid.gov.it/view/bb74c06b-59b3-4448-be1b-4cefbe092ee3/,Dichiarazione di accessibilità,Sala Biellese
096058,https://form.agid.gov.it/view/xxxxx/,Dichiarazione di accessibilità,Salussola
096063,https://form.agid.gov.it/view/a47c93a0-0ee6-11f0-a499-35f095ed08a1,Dichiarazione di accessibilità,Sordevolo
096063,https://form.agid.gov.it/view/00642510-0ee8-11f0-a499-35f095ed08a1,Obiettivi di accessibilità,Sordevolo
096064,https://form.agid.gov.it/view/44b1e790-240d-11f0-a76b-ab01810c062f,Dichiarazione di accessibilità,Sostegno
096066,https://form.agid.gov.it/view/6be4ab90-815b-11ef-b321-e1e5987728e1,Dichiarazione di accessibilità,Tavigliano
096066,https://form.agid.gov.it/view/e3446b60-0eca-11f0-a0cf-079e236958aa,Obiettivi di Accessibilità,Tavigliano
096067,Menu.aspx?IDDettaglioPagina=162610,Dichiarazione di accessibilità,Ternengo
096068,Menu.aspx?IDDettaglioPagina=121426,Dichiarazione di accessibilità,Tollegno
096074,https://form.agid.gov.it/view/4805e811-3061-463a-91a7-2cb92607a3b7,Dichiarazione di accessibilità,Valle San Nicolao
096076,https://form.agid.gov.it/view/24356d10-79b4-11ef-8450-0546f11761c7,Dichiarazione di accessibilità,Verrone
096077,https://form.agid.gov.it/view/273d8f30-70fc-11ef-8deb-a7af4d229e5f,Dichiarazione di accessibilità,Vigliano Biellese
096079,https://form.agid.gov.it/view/843c1cb0-e786-11ee-b2e5-3bac95f278d4,Dichiarazione di accessibilità,Villanova Biellese
096080,/amministrazione-trasparente/altri-contenuti/accessibilita-e-catalogo-dei-dati-metadati-e-banche,"Accessibilità e Catalogo dei dati, metadati e banche dati",Viverone
096081,/amministrazione-trasparente/altri-contenuti/accessibilita-e-catalogo-di-dati-metadati-e-banche-dati,"Accessibilità e catalogo di dati, metadati e banche dati",Zimone
096081,https://form.agid.gov.it/view/7ca023c0-7b29-11ef-9f6f-690962dc495c,Accessibilità,Zimone
096085,/sondaggi/1/valuta,Feedback Accessibilità,Lessona
096087,https://form.agid.gov.it/view/b40ef9a0-74ce-11ef-9263-ff7b72b4b03a,Dichiarazione di accessibilità,Quaregna Cerreto
096087,https://form.agid.gov.it/view/6107a210-e208-11ee-85f1-752baf2d8595,Obiettivi di accessibilità,Quaregna Cerreto
096087,https://www.comune.quaregnacerreto.bi.it/Home/Menu?IDDettaglioPagina=107688,Dichiarazione di accessibilità,Quaregna Cerreto
103001,https://form.agid.gov.it/view/564bb21a-1917-447a-bdf2-e5d7ec7f58cf,Dichiarazione di accessibilità,Antrona Schieranco
103002,https://form.agid.gov.it/view/7447c140-6a8c-11ef-b682-3b57eaf52bde,Dichiarazione di accessibilità,Anzola d'Ossola
103003,https://form.agid.gov.it/view/68fe0650-6c26-11ef-97a2-7914b15323bc,Dichiarazione di accessibilità,Arizzano
103004,/it-it/accessibilita,Dichiarazione di accessibilità,Arola
103005,/it-it/accessibilita,Dichiarazione di accessibilità,Aurano
103006,https://form.agid.gov.it/view/be1fe7c0-d0a4-11ee-a7af-3db473ef3ec6,Dichiarazione di accessibilità,Baceno
103008,https://form.agid.gov.it/view/d3e10410-fffe-11ef-bc76-4f382d25288f,Dichiarazione di accessibilità,Baveno
103009,/it-it/accessibilita,Dichiarazione di accessibilità,Bee
103010,https://form.agid.gov.it/view/1bd8a250-758f-11ef-8c01-714f2e77f379,Dichiarazione di accessibilità,Belgirate
103011,https://form.agid.gov.it/view/d50801d0-6b67-11ef-9361-5b9360cdbeae,Dichiarazione di accessibilità,Beura-Cardezza
103012,/it-it/accessibilita,Dichiarazione di accessibilità,Bognanco
103014,/it-it/accessibilita,Dichiarazione di accessibilità,Calasca-Castiglione
103016,https://form.agid.gov.it/view/a6c95ab0-180d-11ef-80ca-e17c371abf66,Dichiarazione di accessibilità,Cannero Riviera
103017,dichiarazione-di-accessibilita.asp,Dichiarazione di Accessibilità,Cannobio
103019,https://form.agid.gov.it/view/0248ec50-7666-11ef-ad25-3112b8106294,Dichiarazione di accessibilità,Casale Corte Cerro
103021,/it-it/accessibilita,Dichiarazione di accessibilità,Ceppo Morelli
103022,https://form.agid.gov.it/view/0b959a80-fe4f-11ef-b8a0-cf2413752dce,Dichiarazione di accessibilità,Cesara
103023,https://www.comune.cossogno.vb.it/Home/Menu?IDDettaglioPagina=104422,Dichiarazione di accessibilità,Cossogno
103024,https://form.agid.gov.it/view/c6eb57c0-eb4f-11ee-bd66-57de81ffa50f,Dichiarazione di accessibilità,Craveggia
103025,https://form.agid.gov.it/view/33215f94-f844-4b86-8084-dc8cc4d11b73,Dichiarazione di accessibilità,Crevoladossola
103026,/it-it/accessibilita,Dichiarazione di accessibilità,Crodo
103028,https://form.agid.gov.it/view/346594d8-40b8-403f-9d25-0f2ef5e3083e,Dichiarazione di accessibilità,Domodossola
103029,https://form.agid.gov.it/view/3c566560-0aec-11f0-b12a-e9e245205e05,Dichiarazione di accessibilità,Druogno
103031,https://form.agid.gov.it/view/6c0b0d06-93af-444d-87d7-f78640a5bef1,Dichiarazione di accessibilità,Formazza
103032,https://form.agid.gov.it/view/022df140-69e4-11ef-8177-45c0dd97487a,Dichiarazione di accessibilità,Germagno
103033,https://form.agid.gov.it/view/9c216780-79ae-11ef-b025-03bc2343cbe2,Dichiarazione di accessibilità,Ghiffa
103034,https://form.agid.gov.it/view/d871ea10-86ed-11ef-8bc6-e12eb348e6e5,Dichiarazione di accessibilità,Gignese
103035,https://form.agid.gov.it/view/0b148510-443e-11ef-8405-4585e92dbb5f,Dichiarazione di accessibilità,Gravellona Toce
103036,https://form.agid.gov.it/view/4018c830-7589-11ef-9916-ff93fb6fadea,Dichiarazione di accessibilità,Gurro
103038,https://form.agid.gov.it/view/cd37e310-a732-11ef-be41-5963c4b685d7,Dichiarazione di accessibilità,Loreglia
103039,https://form.agid.gov.it/view/9ba5e580-fbe4-11ee-a359-71bfde2f07c2,Dichiarazione di accessibilità,Macugnaga
103040,https://form.agid.gov.it/view/a83bbb70-9f24-11ee-8915-1121f01528d2,Dichiarazione di accessibilità,Madonna del Sasso
103041,https://form.agid.gov.it/view/74382910-79af-11ef-8adc-6dfcece243b7,Dichiarazione di accessibilità,Malesco
103042,https://form.agid.gov.it/view/da512d60-8719-11ef-8e63-f36f76545d40,Dichiarazione di accessibilità,Masera
103043,/it-it/accessibilita,Dichiarazione di accessibilità,Massiola
103044,https://form.agid.gov.it/view/bdece620-7682-11ef-9f07-d57c3fc763e3,Dichiarazione di accessibilità,Mergozzo
103046,/it-it/accessibilita,Dichiarazione di accessibilità,Montecrestese
103047,https://form.agid.gov.it/view/a46a5c1a-a16d-4711-9e97-7eaf9ddae807,Dichiarazione di accessibilità,Montescheno
103049,https://form.agid.gov.it/view/b097a177-51b0-42a9-b05e-d5446769412e/,Dichiarazione di accessibilità,Oggebbio
103049,https://form.agid.gov.it/view/bed329f8-8fa9-4169-8567-99c37cd94275/,Obiettivi di accessibilità,Oggebbio
103051,/it-it/accessibilita,Dichiarazione di accessibilità,Ornavasso
103053,https://form.agid.gov.it/view/5f4ebd17-0841-4891-870d-fb28dd3c9cc7,Dichiarazione di accessibilità,Piedimulera
103055,/it-it/accessibilita,Dichiarazione di accessibilità,Premeno
103056,https://form.agid.gov.it/view/0292ea94-f558-41a7-b088-81df8cb326c5,Dichiarazione di accessibilità,Premia
103059,https://form.agid.gov.it/view/cfb93c10-32d9-11ef-8bf1-c5671098c5d3,Dichiarazione di accessibilità,Quarna Sotto
103061,https://www.comune.sanbernardinoverbano.vb.it/it-it/accessibilita,Dichiarazione di accessibilità,San Bernardino Verbano
103062,https://form.agid.gov.it/view/200a1390-69f5-11ef-b14f-c74ad441e88b,Dichiarazione di accessibilità,Santa Maria Maggiore
103064,https://form.agid.gov.it/view/d84a457d-0527-40bf-9977-45bb8bcea967,Dichiarazione di accessibilità,Stresa
103065,https://form.agid.gov.it/view/4bb25520-ec19-11ee-8716-fb87739fb9e0,Dichiarazione di accessibilità,Toceno
103066,https://www.comune.traregoviggiona.vb.it/dichiarazione-di-accessibilita.asp,Dichiarazione di Accessibilità,Trarego Viggiona
103067,https://form.agid.gov.it/view/1c0be68b-6e47-4b76-a7e2-195bff2c4a1a,Dichiarazione di accessibilità,Trasquera
103069,https://form.agid.gov.it/view/16300070-a733-11ef-bcf0-b73a82661123,Dichiarazione di accessibilità,Valstrona
103070,/it-it/accessibilita,Dichiarazione di accessibilità,Vanzone con San Carlo
103071,/it-it/accessibilita,Dichiarazione di accessibilità,Varzo
103072,https://form.agid.gov.it/view/8d1bd4e0-7699-11ef-b526-4326af4ed3fa,Dichiarazione di accessibilità,Verbania
103074,/it-it/accessibilita,Dichiarazione di accessibilità,Vignone
103075,https://form.agid.gov.it/view/d6423930-089c-11f0-aaaf-fb4596c13413,Dichiarazione di accessibilità,Villadossola
103076,https://form.agid.gov.it/view/e6216bf0-6068-11ef-a816-4965d583fbf9,Dichiarazione di accessibilità,Villette
103077,https://form.agid.gov.it/view/21c656b0-7a55-11ef-bae7-8d8599251784,Dichiarazione di accessibilità,Vogogna
103078,https://form.agid.gov.it/view/04b0ecb9-2335-4dfe-ab1d-2bdf60fbd6f0,Dichiarazione di accessibilità,Borgomezzavalle
103079,/index.php/accessibilita,Accessibilità,Valle Cannobina
007001,https://form.agid.gov.it/view/68964790-060f-11ef-97d1-e7dd232ca39a,Dichiarazione di accessibilità,Allein
007002,https://form.agid.gov.it/view/a74bfa40-766a-11ef-b005-ddcb7094be4b,Dichiarazione di accessibilità,Antey-Saint-André
007003,https://form.agid.gov.it/view/7a3d5c40-79c3-11ef-97b9-fde7b7d8803a,Dichiarazione di accessibilità,Aosta
007003,https://form.agid.gov.it/view/7a3d5c40-79c3-11ef-97b9-fde7b7d8803a,Accessibilità,Aosta
007004,https://form.agid.gov.it/view/8d504af0-700d-11ef-a57e-8d030fed9de1,Dichiarazione di accessibilità,Arnad
007005,https://form.agid.gov.it/view/eb864360-7718-11ef-ad54-055aeaa13f8b,Dichiarazione accessibilità,Arvier
007006,https://form.agid.gov.it/view/d6090ba0-772f-11ef-9490-11a0b4fad089,Dichiarazione di accessibilità,Avise
007007,https://form.agid.gov.it/view/14015940-7662-11ef-b402-471f91f6e801,Dichiarazione di accessibilità,Ayas
007008,https://form.agid.gov.it/view/2cab4960-771b-11ef-8bbf-2962678ff524,Dichiarazione di accessibilità,Aymavilles
007009,https://form.agid.gov.it/view/71dc9ad0-605e-11ef-a637-bf6f1e6c1b97,Dichiarazione di accessibilità,Bard
007010,https://form.agid.gov.it/view/a3f87610-6b80-11ef-9ddd-c92682626617,Dichiarazione di accessibilità,Bionaz
007011,https://form.agid.gov.it/view/0607ad70-7a55-11ef-9c64-b71b714df3a8,Dichiarazione di accessibilità,Brissogne
007012,https://form.agid.gov.it/view/b409ad70-6f73-11ef-9c94-6f150de9e2ca,Dichiarazione di accessibilità,Brusson
007013,https://form.agid.gov.it/view/9dd3ee60-6f7a-11ef-9250-e5c8b9a57b34,Dichiarazione di accessibilità,Challand-Saint-Anselme
007014,https://form.agid.gov.it/view/01b66e70-74f4-11ef-a088-a16b6ba18dc2,Dichiarazione di accessibilità,Challand-Saint-Victor
007015,https://form.agid.gov.it/view/89ee04c0-74fd-11ef-98fb-4754efd921b6,Dichiarazione di accessibilità,Chambave
007015,/it/accessibilita/,Accessibilità,Chambave
007016,https://form.agid.gov.it/view/a74bfa40-766a-11ef-b005-ddcb7094be4b,Dichiarazione di accessibilità,Chamois
007017,https://form.agid.gov.it/view/1ec3b680-759e-11ef-8288-81e1fb010072,Dichiarazione di accessibilità,Champdepraz
007017,https://www.comune.champdepraz.ao.it/dichiarazione-di-accessibilita-e-meccanismo-di-feedback/,Accessibilità - Meccanismo di feedback,Champdepraz
007018,https://form.agid.gov.it/view/cd93adc0-605c-11ef-acf7-e16bb456b1ef,Dichiarazione di accessibilità,Champorcher
007019,https://form.agid.gov.it/view/ed0957e0-70ec-11ef-928b-d928f4039361,Dichiarazione di accessibilità,Charvensod
007020,https://form.agid.gov.it/view/5c91df70-7597-11ef-8fe4-dd1008f7eb63,Dichiarazione di accessibilità,Châtillon
007020,https://www.comune.chatillon.ao.it/accessibilita-meccanismo-di-feedback/,Accessibilità – Meccanismo di feedback,Châtillon
007021,https://www.comune.cogne.ao.it/accessibilita/,Accessibilità,Cogne
007021,https://form.agid.gov.it/view/35326650-2e0e-11ef-aac9-3b0655d28bf8,Dichiarazione di accessibilità,Cogne
007021,https://www.comune.cogne.ao.it/dichiarazione-di-accessibilita-e-meccanismo-di-feedback/,Accessibilità - Meccanismo di feedback,Cogne
007022,https://www.comune.courmayeur.ao.it/accessibilita/,Accessibilità,Courmayeur
007022,https://form.agid.gov.it/view/1a7585f0-0a26-11f0-9b8b-7d832e512fbb,Dichiarazione di accessibilità,Courmayeur
007023,https://form.agid.gov.it/view/8b0baa00-6a9a-11ef-b268-51f350f9c35b,Dichiarazione di accessibilità,Donnas
007023,https://www.comune.donnas.ao.it/accessibilita/,Accessibilità - Meccanismo di Feedback,Donnas
007024,https://form.agid.gov.it/view/624d7620-0d16-11ef-ad78-6952ec7c754c,Dichiarazione di accessibilità,Doues
007025,https://form.agid.gov.it/view/c5555340-1203-11ef-bd9d-0b968262bc99,Dichiarazione di accessibilità,Emarèse
007026,https://form.agid.gov.it/view/4eaeb720-79b1-11ef-aeb4-dd32280bde42,Dichiarazione di accessibilità,Etroubles
007027,https://form.agid.gov.it/view/bb116d30-0ee0-11f0-b8dc-151d6273e3cd,Dichiarazione di accessibilità,Fénis
007028,https://form.agid.gov.it/view/961e8820-6e7f-11ef-8013-ab5aa66d5e38,Dichiarazione di accessibilità,Fontainemore
007029,https://form.agid.gov.it/view/b6f92aa0-690e-4637-aa40-6bd124c7dc6b,Dichiarazione di accessibilità,Gaby
007030,https://form.agid.gov.it/view/93cf1440-0610-11ef-b4fa-49743e65891a,Dichiarazione di accessibilità,Gignod
007032,https://form.agid.gov.it/view/d8c90dc0-70d3-11ef-8a1b-058f22773a03,Dichiarazione di accessibilità,Gressoney-La-Trinité
007033,https://form.agid.gov.it/view/2667b9b0-70dd-11ef-9ab8-19e755a2eed6,Dichiarazione di accessibilità,Gressoney-Saint-Jean
007034,https://form.agid.gov.it/view/c8a217a0-6ea5-11ef-94b0-4f2ad19f246e,Dichiarazione di accessibilità,Hône
007035,https://form.agid.gov.it/view/a143bcf0-771e-11ef-8747-5932f75f0d51,Dichiarazione di accessibilità,Introd
007036,https://form.agid.gov.it/view/dd317fd0-6f45-11ef-82ea-9f9a6130af63,Dichiarazione di accessibilità,Issime
007037,https://form.agid.gov.it/view/1e47c220-7411-11ef-8d51-7f93b1b940dc,Dichiarazione di accessibilità,Issogne
007038,https://form.agid.gov.it/view/b9364050-0fab-11f0-b8b9-2b55ac8b7a5f,Dichiarazione di accessibilità,Jovençan
007039,https://form.agid.gov.it/view/a74bfa40-766a-11ef-b005-ddcb7094be4b,Dichiarazione di accessibilità,La Magdeleine
007040,https://www.comune.lasalle.ao.it/it-it/home,Dichiarazione di accessibilità,La Salle
007041,https://form.agid.gov.it/view/ab851c40-e600-11ee-b826-dbfdfae1d792,Dichiarazione di accessibilità,La Thuile
007041,https://form.agid.gov.it/view/ab851c40-e600-11ee-b826-dbfdfae1d792,Accessibilità,La Thuile
007042,https://form.agid.gov.it/view/15506490-69d7-11ef-9e18-4f9f644d3281,Dichiarazione di accessibilità,Lillianes
007043,https://form.agid.gov.it/view/b9f70a30-2f0d-11ef-a1b5-5f0cb1bdb708,Dichiarazione di accessibilità,Montjovet
007043,https://www.comune.montjovet.ao.it/dichiarazione-di-accessibilita-e-meccanismo-di-feedback/,Accessibilità - Meccanismo di feedback,Montjovet
007044,https://form.agid.gov.it/view/9aba66b0-7fff-11ef-8b21-5f892dae3ac6,Dichiarazione di accessibilità,Morgex
007045,https://form.agid.gov.it/view/3f2341e0-0eda-11f0-9442-dd76dede31f4,Dichiarazione di accessibilità,Nus
007046,https://form.agid.gov.it/view/1c82b4b0-6b6d-11ef-baf6-47c113782a5f,Dichiarazione di accessibilità,Ollomont
007047,https://trasparenza.partout.it/enti/Oyace, Amministrazione Trasparente La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione.,Oyace
007047,https://form.agid.gov.it/view/a9b48250-0d0d-11ef-8d7e-e79b726ebab8,Dichiarazione di accessibilità,Oyace
007048,https://form.agid.gov.it/view/a5afa740-a1cb-11ef-a2ff-ff02556c1622,Dichiarazione di accessibilità,Perloz
007049,https://form.agid.gov.it/view/cc2c3fe0-7102-11ef-a4db-4f3dcbef0aea,Dichiarazione di accessibilità,Pollein
007050,https://form.agid.gov.it/view/3ba3d050-70f3-11ef-bd91-c3835c1c336f,Dichiarazione di accessibilità,Pontboset
007051,https://form.agid.gov.it/view/f3414010-7730-11ef-8877-c763d7b9ecde,Accessibilità,Pontey
007052,https://form.agid.gov.it/view/38a0b810-6382-11ef-8ba2-77a6a3f96037,Dichiarazione di accessibilità,Pont-Saint-Martin
007052,https://www.comune.pontsaintmartin.ao.it/accessibilita-meccanismo-di-feedback/,Accessibilità – Meccanismo di feedback,Pont-Saint-Martin
007053,https://www.servizipubblicaamministrazione.it/servizi/saturnweb/home.aspx?ce=prsntddr617,Dichiarazione di accessibilità,Pré-Saint-Didier
007053,https://form.agid.gov.it/view/5fc55ead-6112-4ac9-b666-7ba226203c22,Dichiarazione di accessibilità,Pré-Saint-Didier
007054,https://form.agid.gov.it/view/8b48a160-7a50-11ef-9e51-3b2894039213,Dichiarazione di accessibilità,Quart
007054,https://form.agid.gov.it/view/05263370-0a26-11f0-9801-776e6cb3c3cc,Obiettivi di accessibilità,Quart
007055,https://form.agid.gov.it/view/85fa3c50-7721-11ef-9c95-7f77be310f59,Dichiarazione di accessibilità,Rhêmes-Notre-Dame
007056,https://form.agid.gov.it/view/92fd1e30-7722-11ef-bc76-711432b30137,Dichiarazione di accessibilità,Rhêmes-Saint-Georges
007057,http://trasparenza.partout.it/enti/Roisan, Amministrazione Trasparente La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione.,Roisan
007057,https://form.agid.gov.it/view/e154f670-135e-11ef-851d-c1ec152beacf,Dichiarazione di accessibilità,Roisan
007058,https://comune.saint-christophe.ao.it/accessibilita/,Accessibilità,Saint-Christophe
007058,https://form.agid.gov.it/view/dbc4dbf0-2e14-11ef-8417-55b3fff4d724,Dichiarazione di accessibilità,Saint-Christophe
007059,https://form.agid.gov.it/view/37cdee10-7662-11ef-8c61-dd4d3f2aa830,Dichiarazione di accessibilità,Saint-Denis
007060,https://form.agid.gov.it/view/ded660e0-0ee0-11f0-a25e-d3834742a5a4,Dichiarazione di accessibilità,Saint-Marcel
007061,https://form.agid.gov.it/view/606cf470-7981-11ef-a489-c3f8b7cfaf55,Dichiarazione di accessibilità,Saint-Nicolas
007062,https://form.agid.gov.it/view/ef471a12-9be9-4222-9e81-3cd468e796cf/,Dichiarazione di accessibilità,Saint-Oyen
007063,/it/accessibilita/,Accessibilità,Saint-Pierre
007063,https://form.agid.gov.it/view/9ea26f10-7727-11ef-81ed-253a89393df6,Dichiarazione di accessibilità,Saint-Pierre
007063,/it/accessibilita/,Accessibilità,Saint-Pierre
007063,https://form.agid.gov.it/view/9ea26f10-7727-11ef-81ed-253a89393df6,Dichiarazione di accessibilità,Saint-Pierre
007064,https://form.agid.gov.it/view/e8f40a5d-27ad-4c4d-ac3f-5d1e69dd187d,Dichiarazione di accessibilità,Saint-Rhémy-en-Bosses
007065,https://www.comune.saint-vincent.ao.it/accessibilita,Accessibilità,Saint-Vincent
007065,https://form.agid.gov.it/view/b34cf640-74db-11ef-9c07-19a5692547cb,Dichiarazione accessibilità,Saint-Vincent
007066,https://form.agid.gov.it/view/5a412270-7728-11ef-97b0-e7f251562486,Dichiarazione di accessibilità,Sarre
007067,https://form.agid.gov.it/view/a74bfa40-766a-11ef-b005-ddcb7094be4b,Dichiarazione di accessibilità,Torgnon
007068,https://form.agid.gov.it/view/059701a0-7731-11ef-82f7-53fe48b079ba,Dichiarazione accessibilità,Valgrisenche
007069,https://form.agid.gov.it/view/8d9e0600-27f1-11ef-a9e4-b5cebe5f7052,Dichiarazione di accessibilità,Valpelline
007070,https://form.agid.gov.it/view/774e7fe0-7735-11ef-90ba-11b404484625,Dichiarazione di accessibilità,Valsavarenche
007070,https://www.comune.valsavarenche.ao.it/dichiarazione-di-accessibilita/,Dichiarazione di accessibilità,Valsavarenche
007071,https://form.agid.gov.it/view/7944cb00-6444-11ef-842c-d5c5cb30bd02,Dichiarazione di accessibilità,Valtournenche
007072,/accessibilita,Accessibilità,Verrayes
007072,https://form.agid.gov.it/view/e3db52e0-7669-11ef-94f4-2feafd127e2c,Dichiarazione di accessibilità,Verrayes
007073,https://form.agid.gov.it/view/b64d3f20-74f5-11ef-a442-bd21552c554d,Dichiarazione di accessibilità,Verrès
007073,https://www.comune.verres.ao.it/accessibilita-meccanismo-di-feedback/,Accessibilità – Meccanismo di feedback,Verrès
007074,https://form.agid.gov.it/view/cb520e30-79a2-11ef-8d08-7bbab4597798,Dichiarazione di accessibilità,Villeneuve
012001,https://form.agid.gov.it/view/7cfef972-3385-492c-8398-e646212c094d,Dichiarazione di accessibilità,Agra
012002,https://form.agid.gov.it/view/29776f90-91eb-11ef-8dbc-6f6293fa80e4,Dichiarazione di accessibilità,Albizzate
012003,https://www.servizipubblicaamministrazione.it/cms/trasparenza/Home/tabid/20789/Default.aspx?Portale=10223, Amministrazione trasparente dal 31/12/2024 La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione,Angera
012003,https://form.agid.gov.it/view/434a0e40-7405-11ef-84b2-8576a5aa8725,"Dichiarazione di
                                                        accessibilità",Angera
012004,https://form.agid.gov.it/view/abdb8100-ba0b-11ee-bb4c-df5ea44a190c,"Dichiarazione di
                                                        accessibilità",Arcisate
012005,https://form.agid.gov.it/view/19dacc50-6e85-11ef-8c15-2f3d41218798,Dichiarazione di accessibilità,Arsago Seprio
012006,https://form.agid.gov.it/view/472af80e-f5e4-4920-80b9-806846349b0c/,"Dichiarazione di
                                                        accessibilità",Azzate
012007,https://form.agid.gov.it/view/c07fbe63-51a0-4ad6-87b3-5d062acc5c26/,Dichiarazione di accessibilità,Azzio
012008,https://form.agid.gov.it/view/1d325ac0-25ab-11f0-8982-21eff9df3dc1,Dichiarazione di accessibilità,Barasso
012008,https://www.comune.barasso.va.it/it/accessibility,Accessibilità,Barasso
012011,https://form.agid.gov.it/view/a687c725-7c32-45d2-aa4a-b9928bd07f0a,Dichiarazione di accessibilità,Besano
012012,https://servizionline.hspromilaprod.hypersicapp.net/cmsbesnate/portale/trasparenza/trasparenzaamministrativa.aspx, Amministrazione Trasparente dal 1/1/2025 La trasparenza è accessibilità totale ai dati e ai documenti in possesso della Pubblica Amministrazione,Besnate
012012,/amministrazione-trasparente, Amministrazione Trasparente fino al 31/12/2024 La trasparenza è accessibilità totale ai dati e ai documenti in possesso della Pubblica Amministrazione,Besnate
012012,https://form.agid.gov.it/view/f95a9d40-8165-11ef-94a6-f5fe5ca08006,"Dichiarazione di
                                                        accessibilità",Besnate
012013,https://form.agid.gov.it/view/a4718df0-384c-11ef-a98e-a1787155fa51, Dichiarazione di accessibilità 2024 Clicca su questo pulsante per visualizzare la dichiarazione di accessibilità 2024 del sito del Comune di Besozzo,Besozzo
012013,https://www.halleyweb.com/c012013/zf/index.php/trasparenza/index/index, Amministrazione Trasparente La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione,Besozzo
012013,https://form.agid.gov.it/view/1ad3ddc0-79c7-11ef-a73b-ebd8098028bb,Dichiarazione di accessibilità,Besozzo
012013,https://form.agid.gov.it/view/a4718df0-384c-11ef-a98e-a1787155fa51,"Dichiarazione di
                                                        accessibilità",Besozzo
012014,https://www.halleyweb.com/c012014/zf/index.php/trasparenza/, Amministrazione Trasparente La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione,Biandronno
012014,https://form.agid.gov.it/view/24205e70-e791-11ef-b48c-29d9276afbc4,"Dichiarazione di
                                                        accessibilità",Biandronno
012015,/amministrazione-trasparente, Amministrazione Trasparente La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione,Bisuschio
012015,https://form.agid.gov.it/view/0488dd80-fc91-11ee-8bf4-11b7f475f6be,"Dichiarazione di
                                                        accessibilità",Bisuschio
012016,https://form.agid.gov.it/view/73546520-7975-11ef-9af2-358ada112878,"Dichiarazione di
                                                        accessibilità",Bodio Lomnago
012017,https://form.agid.gov.it/view/66265d09-834f-4cd1-9201-3aba42607918/,Dichiarazione di accessibilità ›,Brebbia
012019,https://form.agid.gov.it/view/a3afdd70-cfc6-11ee-8e8d-ed38586a19c3,"Dichiarazione di
                                                        accessibilità",Brenta
012020,https://cloud.urbi.it/urbi/progs/urp/ur1UR033.sto?DB_NAME=n1240498&w3cbt=S, Amministrazione Trasparente La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione,Brezzo di Bedero
012020,https://form.agid.gov.it/view/3cb0a3c0-a338-11ef-b091-2b2aa80f435e,"Dichiarazione di
                                                        accessibilità",Brezzo di Bedero
012021,https://form.agid.gov.it/view/4e903f80-fe80-11ef-a2ca-d1eb27ecf125,Dichiarazione di accessibilità,Brinzio
012023,https://form.agid.gov.it/view/9fe7a6d0-7978-11ef-b550-85203856a615,Dichiarazione di accessibilità,Brunello
012024,https://form.agid.gov.it/view/de506f40-71b4-11ef-b46b-832c4d8c7037,Dichiarazione di accessibilità,Brusimpiano
012025,/zf/index.php/trasparenza/index/index/categoria/151,"Accessibilità e catalogo di dati, metadati e banche dati",Buguggiate
012025,https://form.agid.gov.it/view/c9960850-771b-11ef-a6d7-41c2cc8629c7,Dichiarazione di accessibilità,Buguggiate
012026,/index.php/dichiarazione-di-accessibilita,Dichiarazione di accessibilità,Busto Arsizio
012027,https://form.agid.gov.it/view/c93f5e00-7735-11ef-8268-5b2c13f9b19f,Dichiarazione di accessibilità,Cadegliano-Viconago
012029,https://form.agid.gov.it/view/8ad21e6f-930d-40fd-aee4-9bf9aa141925,Dichiarazione di accessibilità,Cairate
012030,https://www.comune.cantello.va.it/pagina138519_accessibilit.html,Accessibilità,Cantello
012030,https://form.agid.gov.it/view/53c69820-0c6c-11ef-bcd6-214f453d14df,Dichiarazione di accessibilità,Cantello
012031,https://caravate.trasparenza-valutazione-merito.it/web/trasparenza/menu-trasparenza, Amministrazione trasparente La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione,Caravate
012031,https://form.agid.gov.it/view/0c314370-7a67-11ef-ac43-2b3a5d80555a,Dichiarazione di accessibilità,Caravate
012031,https://form.agid.gov.it/view/0c314370-7a67-11ef-ac43-2b3a5d80555a,Accessibilità,Caravate
012032,https://form.agid.gov.it/view/0b106a90-7029-11ef-9ab3-abfcdcd6bf29,Dichiarazione di accessibilità,Cardano al Campo
012034,https://form.agid.gov.it/view/5d2bddf0-d18b-11ef-bfca-7dd95dc59161,Dichiarazione di accessibilità,Caronno Pertusella
012034,https://form.agid.gov.it/view/5d2bddf0-d18b-11ef-bfca-7dd95dc59161,Accessibilità,Caronno Pertusella
012035,https://caronnovaresino.trasparenza-valutazione-merito.it/web/trasparenza/trasparenza, Amministrazione Trasparente La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione,Caronno Varesino
